"id","company","type_name","inches","screen_resolution","cpu","ram_gb","total_memory","gpu","operating_system","weight_kg","price","cpu_speed_GHz","ssd_memory","hdd_memory","flash_memory"
980,"Asus","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.99,93186.72,2.8,"256GB SSD","1TB HDD",""
981,"Dell","2 in 1 Convertible",15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12,"512GB SSD","Intel HD Graphics 620","Windows 10",2.19,69210.72,2.7,"512GB SSD","",""
982,"Toshiba","Notebook",13.3,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 7",1.2,63669.6,2.3,"128GB SSD","",""
983,"Lenovo","Notebook",15.6,"Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz",6,"256GB SSD","AMD Radeon 530","Windows 10",2.2,29250.72,3.6,"256GB SSD","",""
984,"Fujitsu","Notebook",15.6,"1366x768","Intel Core i5 6200U 2.3GHz",4,"256GB SSD","Intel HD Graphics 520","Windows 10",2.3,34578.72,2.3,"256GB SSD","",""
985,"Toshiba","Notebook",14.0,"1366x768","Intel Core i5 6200U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 10",1.75,48751.2,2.3,"","500GB HDD",""
986,"Dell","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",4,"500GB HDD","AMD Radeon R5 M430","Windows 10",2.25,31914.72,2.5,"","500GB HDD",""
987,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"1TB HDD","Intel HD Graphics 620","Windows 10",2.04,42943.68,2.5,"","1TB HDD",""
988,"Lenovo","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.5,63349.92,2.8,"128GB SSD","1TB HDD",""
989,"Dell","Notebook",15.6,"1366x768","Intel Core i7 7500U 2.7GHz",8,"1TB HDD","AMD Radeon R7 M445","Windows 10",2.36,39906.72,2.7,"","1TB HDD",""
990,"Dell","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"128GB SSD","Intel HD Graphics 620 ","Windows 10",1.6,59620.32,2.5,"128GB SSD","",""
991,"HP","Netbook",12.5,"Full HD 1920x1080","Intel Core M 6Y75 1.2GHz",8,"512GB SSD","Intel HD Graphics 515","Windows 10",0.97,101658.24,1.2,"512GB SSD","",""
992,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"128GB SSD +  1TB HDD","AMD Radeon 520","Windows 10",2.1,26586.72,2.0,"128GB SSD","1TB HDD",""
993,"Lenovo","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3350 1.1GHz",4,"128GB SSD","Intel HD Graphics 500","",1.9,14418.6336,1.1,"128GB SSD","",""
994,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",2.3,71874.72,2.3,"256GB SSD","",""
996,"Asus","Notebook",13.3,"Quad HD+ 3200x1800","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.4,61272.0,2.5,"256GB SSD","",""
997,"HP","Ultrabook",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.11,71874.72,2.7,"256GB SSD","",""
998,"Acer","Notebook",15.6,"1366x768","Intel Pentium Quad Core N4200 1.1GHz",4,"500GB HDD","Intel HD Graphics 505","Windows 10",2.4,20246.4,1.1,"","500GB HDD",""
999,"Asus","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.5,95850.72,2.8,"256GB SSD","1TB HDD",""
1000,"HP","Ultrabook",14.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"512GB SSD","Intel HD Graphics 620","Windows 10",1.48,111301.92,2.7,"512GB SSD","",""
1001,"Acer","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.7,67132.8,2.8,"128GB SSD","1TB HDD",""
1002,"HP","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.34,63349.92,2.5,"256GB SSD","",""
1003,"Dell","Notebook",15.6,"1366x768","Intel Core i3 7100U 2.4GHz",4,"128GB SSD","Intel HD Graphics 620","Windows 10",2.18,29144.16,2.4,"128GB SSD","",""
1004,"HP","Notebook",14.0,"1366x768","Intel Core i5 7200U 2.5GHz",4,"500GB HDD","Intel HD Graphics 620","Windows 10",1.64,41505.12,2.5,"","500GB HDD",""
1005,"Toshiba","Notebook",13.3,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 10",1.2,63669.6,2.3,"128GB SSD","",""
1006,"HP","Notebook",14.0,"1366x768","Intel Core i5 6300U 2.4GHz",4,"256GB SSD","Intel HD Graphics 520","Windows 10",1.48,58607.4672,2.4,"256GB SSD","",""
1007,"HP","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"256GB SSD","Intel HD Graphics 620","Windows 10",1.95,64202.4,2.5,"256GB SSD","",""
1008,"HP","Ultrabook",14.0,"Full HD 1920x1080","Intel Core i7 6600U 2.6GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 7",1.43,77202.72,2.6,"256GB SSD","",""
1009,"HP","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Nvidia GeForce 930MX","Windows 10",1.64,55904.5728,2.5,"256GB SSD","",""
1010,"HP","Notebook",14.0,"1366x768","Intel Core i3 7100U 2.4GHz",4,"500GB HDD","Intel HD Graphics 620","Windows 10",1.64,36443.52,2.4,"","500GB HDD",""
1011,"Dell","Gaming",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"1.0TB Hybrid","Nvidia GeForce GTX 1050","Windows 10",2.65,50562.72,2.5,"","",""
1012,"HP","Ultrabook",12.5,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"500GB HDD","Intel HD Graphics 620","Windows 10",1.26,81997.92,2.5,"","500GB HDD",""
1013,"HP","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"256GB SSD","Intel HD Graphics 620","Windows 10",1.48,84715.2,2.5,"256GB SSD","",""
1014,"HP","Ultrabook",14.0,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.54,100550.5488,2.5,"256GB SSD","",""
1015,"HP","Notebook",13.3,"1366x768","Intel Core i3 7100U 2.4GHz",4,"500GB HDD","Intel HD Graphics 620","Windows 10",1.49,42624.0,2.4,"","500GB HDD",""
1016,"Toshiba","Notebook",13.3,"1366x768","Intel Core i5 6200U 2.3GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.5,64468.8,2.3,"256GB SSD","",""
1017,"HP","Notebook",15.6,"1366x768","Intel Core i3 7100U 2.4GHz",4,"256GB SSD","Intel HD Graphics 620","Windows 10",2.04,41025.0672,2.4,"256GB SSD","",""
1018,"Lenovo","Notebook",17.3,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 6820HQ 2.7GHz",16,"512GB SSD","Nvidia Quadro 3000M","Windows 7",2.4,158135.04,2.7,"512GB SSD","",""
1019,"Toshiba","Notebook",14.0,"IPS Panel Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.47,79387.2,2.3,"256GB SSD","",""
1020,"HP","Notebook",14.0,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.43,118761.12,2.5,"256GB SSD","",""
1021,"Dell","2 in 1 Convertible",15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i3 6100U 2.3GHz",4,"1TB HDD","Intel HD Graphics 520","Windows 10",2.08,42410.3472,2.3,"","1TB HDD",""
1022,"Toshiba","Ultrabook",13.3,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.2,84715.2,2.3,"256GB SSD","",""
1023,"HP","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.11,61218.72,2.5,"256GB SSD","",""
1024,"HP","Notebook",14.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Nvidia GeForce 930MX","Windows 10",1.64,63159.7104,2.7,"256GB SSD","",""
1025,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 6300U 2.4GHz",8,"500GB HDD","Intel HD Graphics 520","Windows 10",2.09,55754.3232,2.4,"","500GB HDD",""
1026,"HP","Ultrabook",12.5,"1366x768","Intel Core i5 7200U 2.5GHz",4,"256GB SSD","Intel HD Graphics 620","Windows 10",1.26,83063.52,2.5,"256GB SSD","",""
1027,"HP","Notebook",14.0,"1366x768","Intel Core i5 7200U 2.5GHz",4,"500GB HDD","Intel HD Graphics 620","Windows 10",2.31,63349.92,2.5,"","500GB HDD",""
1028,"HP","Notebook",14.0,"1366x768","Intel Core i5 7200U 2.5GHz",4,"500GB HDD","Intel HD Graphics 620","Windows 10",1.95,56476.8,2.5,"","500GB HDD",""
1029,"Dell","Ultrabook",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.29,86526.72,2.5,"256GB SSD","",""
1030,"HP","Notebook",17.3,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Nvidia GeForce 930MX","Windows 10",2.63,57542.4,2.5,"256GB SSD","",""
1031,"HP","Notebook",14.0,"1366x768","Intel Core i5 7200U 2.5GHz",4,"256GB SSD","Intel HD Graphics 620","Windows 10",1.64,51841.44,2.5,"256GB SSD","",""
1032,"Acer","Notebook",15.6,"1366x768","AMD A9-Series 9420 3GHz",6,"1TB HDD","AMD Radeon R5","Windows 10",2.1,21791.52,3.0,"","1TB HDD",""
1033,"MSI","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.7,63499.104,2.8,"128GB SSD","1TB HDD",""
1034,"HP","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 7",1.95,63669.6,2.3,"256GB SSD","",""
1035,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.84,65480.5872,2.5,"256GB SSD","",""
1036,"HP","Ultrabook",12.5,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.26,71874.72,2.5,"256GB SSD","",""
1037,"HP","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",4,"500GB HDD","Intel HD Graphics 620","Windows 10",2.04,39533.76,2.5,"","500GB HDD",""
1038,"Toshiba","Ultrabook",14.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6600U 2.6GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.47,91908.0,2.6,"256GB SSD","",""
1039,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 6300U 2.4GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 7",2.09,56633.976,2.4,"256GB SSD","",""
1040,"HP","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.64,53839.9728,2.5,"256GB SSD","",""
1041,"Lenovo","2 in 1 Convertible",15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz",4,"256GB SSD","Intel HD Graphics 520","Windows 10",1.8,45128.16,2.5,"256GB SSD","",""
1042,"Vero","Notebook",14.0,"1366x768","Intel Atom X5-Z8350 1.44GHz",2,"32GB Flash Storage","Intel HD Graphics 400","Windows 10",1.45,11231.424,1.44,"","","32GB Flash Storage"
1043,"Toshiba","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",16,"256GB SSD","Nvidia GeForce 930M","Windows 10",2.4,75924.0,2.5,"256GB SSD","",""
1044,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",2.3,55922.688,2.3,"256GB SSD","",""
1045,"HP","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 10",1.54,53280.0,2.3,"","500GB HDD",""
1046,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 6300U 2.4GHz",8,"256GB SSD +  500GB HDD","Intel HD Graphics 520","Windows 10",1.84,112065.9552,2.4,"256GB SSD","500GB HDD",""
1047,"HP","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 7",1.43,78268.32,2.3,"256GB SSD","",""
1048,"MSI","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10",3.78,82351.6992,2.7,"256GB SSD","1TB HDD",""
1049,"Lenovo","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10",4.6,122010.6672,2.6,"128GB SSD","1TB HDD",""
1050,"Asus","Netbook",11.6,"1366x768","Intel Celeron Dual Core N3060 1.6GHz",4,"16GB Flash Storage","Intel HD Graphics 400","Chrome OS",1.2,15339.312,1.6,"","","16GB Flash Storage"
1051,"Lenovo","Notebook",14.0,"IPS Panel 2560x1440","Intel Core i7 6600U 2.6GHz",16,"256GB SSD","Intel HD Graphics 520","Windows 7",1.1,139593.6,2.6,"256GB SSD","",""
1052,"HP","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"1TB HDD","Nvidia GeForce 940MX","Windows 10",1.91,52161.12,2.7,"","1TB HDD",""
1053,"Dell","2 in 1 Convertible",15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.7GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",2.3,58288.32,2.7,"256GB SSD","",""
1054,"HP","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",4,"256GB SSD","Intel HD Graphics 620","Windows 10",2.04,52161.12,2.5,"256GB SSD","",""
1055,"Dell","Ultrabook",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz",16,"1TB SSD","Intel HD Graphics 620","Windows 10",1.2,120093.12,2.7,"1TB SSD","",""
1056,"HP","Notebook",15.6,"1366x768","Intel Core i3 6100U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 10",2.31,37570.392,2.3,"","500GB HDD",""
1057,"HP","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",4,"500GB HDD","Intel HD Graphics 620","",1.96,26586.72,2.5,"","500GB HDD",""
1058,"Acer","Notebook",15.6,"1366x768","AMD A8-Series 7410 2.2GHz",8,"1TB HDD","AMD Radeon R5","Windows 10",2.4,23922.72,2.2,"","1TB HDD",""
1059,"Dell","2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12,"256GB SSD","Intel HD Graphics 620","Windows 10",1.6,69210.72,2.7,"256GB SSD","",""
1060,"MSI","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.94,96916.32,2.6,"256GB SSD","1TB HDD",""
1062,"Asus","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"1TB HDD","Nvidia GeForce GTX 965M","",4.0,53173.44,2.6,"","1TB HDD",""
1063,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"1TB HDD","Intel HD Graphics","Windows 10",2.25,29783.52,2.5,"","1TB HDD",""
1064,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"2TB HDD","AMD Radeon R7 M445","Windows 10",2.32,52746.6672,2.7,"","2TB HDD",""
1065,"MSI","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",1.8,102777.12,2.6,"256GB SSD","1TB HDD",""
1066,"Dell","Ultrabook",13.3,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.29,77682.24,2.7,"256GB SSD","",""
1067,"Asus","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",64,"1TB SSD","Nvidia GeForce GTX 980 ","Windows 10",3.58,211788.0,2.7,"1TB SSD","",""
1068,"Dell","2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.62,42517.9728,2.5,"256GB SSD","",""
1069,"Dell","Gaming",15.6,"4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 970M","Windows 10",3.21,70809.12,2.6,"256GB SSD","1TB HDD",""
1070,"Apple","Ultrabook",12.0,"IPS Panel Retina Display 2304x1440","Intel Core M 1.1GHz",8,"256GB Flash Storage","Intel HD Graphics 515","Mac OS X",0.92,69264.0,1.1,"","","256GB Flash Storage"
1071,"Dell","Notebook",15.6,"1366x768","Intel Core i3 6100U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 10",2.06,25679.8944,2.3,"","500GB HDD",""
1072,"HP","Notebook",15.6,"1366x768","Intel Core i5 6200U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 10",2.31,63882.72,2.3,"","500GB HDD",""
1073,"HP","Ultrabook",12.5,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 7",1.26,63882.72,2.3,"256GB SSD","",""
1074,"HP","Notebook",13.3,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.49,58075.2,2.7,"256GB SSD","",""
1075,"Lenovo","Ultrabook",12.5,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.3,91294.7472,2.5,"256GB SSD","",""
1076,"Lenovo","Notebook",17.3,"1600x900","Intel Core i5 6200U 2.3GHz",8,"1.0TB HDD","AMD Radeon R5 M330","Windows 10",3.0,35111.52,2.3,"","1.0TB HDD",""
1077,"Lenovo","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 6300HQ 2.3GHz",4,"1TB HDD","Nvidia GeForce GTX 950M","Windows 10",2.3,52054.56,2.3,"","1TB HDD",""
1078,"MSI","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",3.78,133146.72,2.8,"256GB SSD","1TB HDD",""
1079,"Lenovo","Notebook",15.6,"1366x768","Intel Core i5 6200U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 10",2.1,28771.2,2.3,"","500GB HDD",""
1080,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 7",2.31,50083.2,2.3,"","500GB HDD",""
1081,"Lenovo","Ultrabook",12.5,"IPS Panel Touchscreen 2560x1440","Intel Core M 6Y75 1.2GHz",8,"512GB SSD","Intel HD Graphics 515","Windows 10",0.99,74538.72,1.2,"512GB SSD","",""
1082,"Lenovo","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",32,"512GB SSD +  1.0TB Hybrid","Nvidia GeForce GTX 980M","Windows 10",4.6,172627.2,2.7,"512GB SSD +  1.0TB Hybrid","",""
1083,"Lenovo","2 in 1 Convertible",10.1,"IPS Panel Touchscreen 1920x1200","Intel Atom x5-Z8550 1.44GHz",4,"64GB Flash Storage","Intel HD Graphics 400","Windows 10",0.69,34433.2656,1.44,"","","64GB Flash Storage"
1084,"HP","Ultrabook",13.3,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7500U 2.7GHz",16,"512GB SSD","Intel HD Graphics 620","Windows 10",1.3,109170.72,2.7,"512GB SSD","",""
1085,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",2.18,39960.0,2.5,"256GB SSD","",""
1086,"HP","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 7",1.54,54931.1472,2.3,"","500GB HDD",""
1087,"HP","Workstation",15.6,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8,"256GB SSD","AMD FirePro W4190M","Windows 7",1.9,79653.6,2.5,"256GB SSD","",""
1088,"Lenovo","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"180GB SSD","Intel HD Graphics 520","Windows 7",1.7,63882.72,2.3,"180GB SSD","",""
1089,"HP","Notebook",13.3,"Quad HD+ 3200x1800","Intel Pentium Dual Core 4405Y 1.5GHz",4,"32GB Flash Storage","Intel HD Graphics 515","Chrome OS",1.29,32767.2,1.5,"","","32GB Flash Storage"
1090,"Acer","Notebook",15.6,"1366x768","AMD A8-Series 7410 2.2GHz",4,"500GB HDD","AMD Radeon R5","Windows 10",2.4,20619.36,2.2,"","500GB HDD",""
1091,"Dell","Notebook",15.6,"1366x768","Intel Pentium Quad Core N3700 1.6GHz",4,"500GB HDD","Intel HD Graphics","Linux",2.2,20965.1472,1.6,"","500GB HDD",""
1092,"HP","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",4,"1TB HDD","Intel HD Graphics 520","",1.86,18434.3472,2.0,"","1TB HDD",""
1093,"Asus","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.7,85194.72,2.8,"256GB SSD","1TB HDD",""
1094,"Dell","Ultrabook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"256GB SSD","AMD Radeon 530","Windows 10",1.4,43601.688,1.6,"256GB SSD","",""
1095,"HP","Netbook",12.5,"1366x768","Intel Core i5 6200U 2.3GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 7",2.4,85194.72,2.3,"128GB SSD","",""
1096,"Acer","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 950M","Windows 10",2.4,42570.72,2.5,"256GB SSD","1TB HDD",""
1097,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"1TB HDD","AMD Radeon R7 M445","Windows 10",2.36,34035.264,2.5,"","1TB HDD",""
1098,"MSI","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",8,"256GB SSD","Nvidia GeForce GTX 965M","Windows 10",2.6,85194.72,2.6,"256GB SSD","",""
1099,"HP","Notebook",15.6,"1366x768","Intel Pentium Quad Core N3710 1.6GHz",4,"1TB HDD","Intel HD Graphics 405","Windows 10",1.96,26640.0,1.6,"","1TB HDD",""
1100,"Asus","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10",4.3,122490.72,2.6,"128GB SSD","1TB HDD",""
1101,"Dell","Ultrabook",12.5,"1366x768","Intel Core i3 6100U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 7",1.5,60480.792,2.3,"","500GB HDD",""
1102,"Dell","Ultrabook",12.5,"1366x768","Intel Core i3 6100U 2.3GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 7",1.5,62176.1616,2.3,"128GB SSD","",""
1103,"Acer","Notebook",15.6,"1366x768","Intel Celeron Dual Core 3205U 1.5GHz",4,"16GB SSD","Intel HD Graphics","Chrome OS",2.2,11135.52,1.5,"16GB SSD","",""
1104,"HP","Workstation",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",8,"1TB HDD","AMD FirePro W6150M","Windows 7",3.0,154458.72,2.6,"","1TB HDD",""
1105,"Lenovo","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.4,63882.72,2.8,"512GB SSD","",""
1106,"Dell","Ultrabook",12.5,"1366x768","Intel Core i5 6200U 2.3GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 7",1.5,75289.968,2.3,"256GB SSD","",""
1107,"MSI","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10",2.9,80516.2032,2.6,"128GB SSD","1TB HDD",""
1108,"Lenovo","2 in 1 Convertible",15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 6200U 2.3GHz",4,"256GB SSD","Intel HD Graphics 520","Windows 10",2.1,46193.76,2.3,"256GB SSD","",""
1109,"HP","Notebook",15.6,"Full HD 1920x1080","AMD A6-Series 9220 2.5GHz",4,"1TB HDD","AMD Radeon R4","Windows 10",2.1,21205.44,2.5,"","1TB HDD",""
1110,"Asus","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10",2.59,71341.92,2.6,"128GB SSD","1TB HDD",""
1111,"HP","Notebook",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core M 6Y54 1.1GHz",8,"256GB SSD","Intel HD Graphics 515","Windows 10",1.16,90522.72,1.1,"256GB SSD","",""
1112,"Dell","Notebook",15.6,"1366x768","Intel Core i5 6200U 2.3GHz",4,"500GB HDD","AMD Radeon R5 M315","Windows 7",2.24,40980.312,2.3,"","500GB HDD",""
1113,"Lenovo","Notebook",15.6,"1366x768","Intel Core i3 6006U 2.0GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 10",2.1,22857.12,2.0,"128GB SSD","",""
